PATIENT_SEX;MKB_CODE;ADRES;VISIT_MONTH_YEAR;AGE_CATEGORY;PATIENT_ID_COUNT;POPULATION;TEMP_AVG
0;A09;Черняховск;04.22;children;9;35375;6
0;A15.0;Калининград;04.22;middleage;7;498260;6
0;A15.0;Калининград;04.22;young;15;498260;6
0;A15.0;Озерск;04.22;middleage;4;2427;6
0;A15.0;Полесск;04.22;young;8;6921;6
0;A15.2;Багратионовск;04.22;middleage;4;6401;6
0;A15.3;Краснознаменск;04.22;middleage;4;3049;6
0;A16.0;Багратионовск;04.22;young;8;6401;6
0;A16.0;Гурьевск;04.22;elderly;6;19670;6
0;A16.0;Гусев;04.22;middleage;4;28177;6
0;A16.0;Зеленоградск;04.22;old;4;17296;6
0;A16.0;Калининград;04.22;middleage;6;498260;6
0;A16.0;Калининград;04.22;young;11;498260;6
0;A16.0;Полесск;04.22;elderly;7;6921;6
0;A23.9;Калининград;04.22;young;9;498260;6
0;A38;Калининград;04.22;children;10;498260;6
0;A38;Пионерский;04.22;children;10;12573;6
0;A38;Светлый;04.22;children;10;21441;6
0;A40.9;Калининград;04.22;old;5;498260;6
0;A41.0;Калининград;04.22;middleage;5;498260;6
0;A46;Багратионовск;04.22;old;3;6401;6
0;A46;Гвардейск;04.22;elderly;7;13353;6
0;A46;Гвардейск;04.22;middleage;4;13353;6
0;A46;Гурьевск;04.22;elderly;7;19670;6
0;A46;Гурьевск;04.22;middleage;4;19670;6
0;A46;Зеленоградск;04.22;elderly;7;17296;6
0;A46;Зеленоградск;04.22;old;3;17296;6
0;A46;Калининград;04.22;centenarians;4;498260;6
0;A46;Калининград;04.22;elderly;20;498260;6
0;A46;Калининград;04.22;middleage;10;498260;6
0;A46;Калининград;04.22;old;8;498260;6
0;A46;Калининград;04.22;young;11;498260;6
0;A46;Мамоново;04.22;young;8;8104;6
0;A46;Неман;04.22;middleage;4;10765;6
0;A46;Пионерский;04.22;young;8;12573;6
0;A46;Правдинск;04.22;elderly;7;4045;6
0;A46;Правдинск;04.22;old;3;4045;6
0;A46;Светлый;04.22;middleage;4;21441;6
0;A46;Светлый;04.22;young;8;21441;6
0;A46;Славск;04.22;elderly;7;3964;6
0;A46;Советск;04.22;old;3;38514;6
0;A46;Черняховск;04.22;elderly;7;35375;6
0;A49.0;Гусев;04.22;young;8;28177;6
0;A49.1;Калининград;04.22;children;10;498260;6
0;A49.1;Черняховск;04.22;elderly;6;35375;6
0;A49.1;Черняховск;04.22;middleage;4;35375;6
0;A49.1;Черняховск;04.22;young;8;35375;6
0;A49.3;Гусев;04.22;children;9;28177;6
0;A49.9;Калининград;04.22;children;10;498260;6
0;A50.3;Калининград;04.22;middleage;4;498260;6
0;A51.5;Калининград;04.22;elderly;7;498260;6
0;A51.5;Калининград;04.22;middleage;18;498260;6
0;A51.5;Калининград;04.22;young;25;498260;6
0;A52.1;Калининград;04.22;elderly;7;498260;6
0;A52.2;Калининград;04.22;elderly;7;498260;6
0;A52.8;Калининград;04.22;elderly;7;498260;6
0;A52.8;Калининград;04.22;middleage;5;498260;6
0;A52.8;Калининград;04.22;young;9;498260;6
0;A53.0;Калининград;04.22;elderly;0;498260;6
0;A53.0;Калининград;04.22;middleage;13;498260;6
0;A53.0;Калининград;04.22;young;0;498260;6
0;A56.0;Калининград;04.22;young;22;498260;6
0;A59.0;Багратионовск;04.22;middleage;4;6401;6
0;A59.0;Гусев;04.22;middleage;4;28177;6
0;A59.0;Калининград;04.22;elderly;8;498260;6
0;A59.0;Калининград;04.22;middleage;6;498260;6
0;A59.0;Калининград;04.22;young;16;498260;6
0;A59.0;Неман;04.22;young;8;10765;6
0;A59.0;Полесск;04.22;young;9;6921;6
0;A59.0;Славск;04.22;young;8;3964;6
0;A59.0;Советск;04.22;young;8;38514;6
0;A60.0;Калининград;04.22;elderly;7;498260;6
0;A60.0;Калининград;04.22;middleage;6;498260;6
0;A60.0;Калининград;04.22;young;20;498260;6
0;A60.0;Полесск;04.22;middleage;4;6921;6
0;A60.9;Пионерский;04.22;elderly;7;12573;6
0;A63.0;Гурьевск;04.22;young;8;19670;6
0;A63.0;Калининград;04.22;middleage;5;498260;6
0;A63.0;Калининград;04.22;young;20;498260;6
0;A63.8;Калининград;04.22;middleage;9;498260;6
0;A63.8;Калининград;04.22;young;25;498260;6
0;A63.8;Советск;04.22;middleage;3;38514;6
0;A63.8;Советск;04.22;young;9;38514;6
0;A66.3;Калининград;04.22;middleage;5;498260;6
0;A66.3;Калининград;04.22;young;9;498260;6
0;A69.2;Гурьевск;04.22;elderly;7;19670;6
0;A69.2;Калининград;04.22;centenarians;5;498260;6
0;A69.2;Калининград;04.22;children;12;498260;6
0;A69.2;Калининград;04.22;elderly;14;498260;6
0;A69.2;Калининград;04.22;middleage;9;498260;6
0;A69.2;Калининград;04.22;young;14;498260;6
0;A69.2;Краснознаменск;04.22;elderly;7;3049;6
0;A84.9;Зеленоградск;04.22;middleage;4;17296;6
0;B00.0;Багратионовск;04.22;children;9;6401;6
0;B00.1;Гвардейск;04.22;old;3;13353;6
0;B00.1;Гурьевск;04.22;children;10;19670;6
0;B00.1;Калининград;04.22;children;20;498260;6
0;B00.1;Калининград;04.22;elderly;10;498260;6
0;B00.1;Калининград;04.22;middleage;5;498260;6
0;B00.1;Калининград;04.22;old;4;498260;6
0;B00.1;Калининград;04.22;young;12;498260;6
0;B00.1;Мамоново;04.22;children;10;8104;6
0;B00.1;Мамоново;04.22;young;8;8104;6
0;B00.1;Пионерский;04.22;elderly;7;12573;6
0;B00.1;Пионерский;04.22;middleage;3;12573;6
0;B00.1;Пионерский;04.22;old;3;12573;6
0;B00.1;Пионерский;04.22;young;8;12573;6
0;B00.2;Гурьевск;04.22;children;10;19670;6
0;B00.2;Зеленоградск;04.22;children;9;17296;6
0;B00.2;Калининград;04.22;children;15;498260;6
0;B00.2;Калининград;04.22;young;9;498260;6
0;B00.8;Калининград;04.22;children;16;498260;6
0;B00.8;Калининград;04.22;elderly;11;498260;6
0;B00.8;Калининград;04.22;middleage;8;498260;6
0;B00.8;Калининград;04.22;old;8;498260;6
0;B00.8;Калининград;04.22;young;18;498260;6
0;B00.8;Светлый;04.22;children;10;21441;6
0;B00.9;Балтийск;04.22;young;7;33946;6
0;B00.9;Гурьевск;04.22;children;11;19670;6
0;B00.9;Гурьевск;04.22;middleage;3;19670;6
0;B00.9;Калининград;04.22;children;17;498260;6
0;B00.9;Калининград;04.22;elderly;12;498260;6
0;B00.9;Калининград;04.22;middleage;8;498260;6
0;B00.9;Калининград;04.22;old;7;498260;6
0;B00.9;Калининград;04.22;young;11;498260;6
0;B00.9;Пионерский;04.22;elderly;6;12573;6
0;B00.9;Черняховск;04.22;elderly;5;35375;6
0;B01.9;Багратионовск;04.22;children;10;6401;6
0;B01.9;Балтийск;04.22;children;9;33946;6
0;B01.9;Балтийск;04.22;young;10;33946;6
0;B01.9;Гурьевск;04.22;children;27;19670;6
0;B01.9;Гурьевск;04.22;young;11;19670;6
0;B01.9;Гусев;04.22;children;12;28177;6
0;B01.9;Гусев;04.22;young;10;28177;6
0;B01.9;Зеленоградск;04.22;children;9;17296;6
0;B01.9;Зеленоградск;04.22;young;10;17296;6
0;B01.9;Калининград;04.22;children;64;498260;6
0;B01.9;Калининград;04.22;young;18;498260;6
0;B01.9;Краснознаменск;04.22;children;11;3049;6
0;B01.9;Краснознаменск;04.22;young;21;3049;6
0;B01.9;Нестеров;04.22;children;10;3937;6
0;B01.9;Нестеров;04.22;young;10;3937;6
0;B01.9;Озерск;04.22;children;8;2427;6
0;B01.9;Пионерский;04.22;children;11;12573;6
0;B01.9;Полесск;04.22;children;8;6921;6
0;B01.9;Правдинск;04.22;children;10;4045;6
0;B01.9;Светлый;04.22;children;10;21441;6
0;B01.9;Светлый;04.22;young;10;21441;6
0;B01.9;Славск;04.22;children;8;3964;6
0;B01.9;Черняховск;04.22;children;12;35375;6
0;B01.9;Черняховск;04.22;young;10;35375;6
0;B01;Балтийск;04.22;children;10;33946;6
0;B01;Зеленоградск;04.22;children;10;17296;6
0;B01;Калининград;04.22;children;27;498260;6
0;B01;Калининград;04.22;young;10;498260;6
0;B02.7;Калининград;04.22;young;9;498260;6
0;B02.8;Калининград;04.22;elderly;7;498260;6
0;B02.8;Калининград;04.22;middleage;5;498260;6
0;B02.8;Калининград;04.22;old;5;498260;6
0;B02.9;Гвардейск;04.22;elderly;7;13353;6
0;B02.9;Гвардейск;04.22;middleage;4;13353;6
0;B02.9;Гвардейск;04.22;old;3;13353;6
0;B02.9;Гурьевск;04.22;elderly;7;19670;6
0;B02.9;Калининград;04.22;children;15;498260;6
0;B02.9;Калининград;04.22;elderly;19;498260;6
0;B02.9;Калининград;04.22;middleage;12;498260;6
0;B02.9;Калининград;04.22;old;7;498260;6
0;B02.9;Калининград;04.22;young;18;498260;6
0;B02.9;Пионерский;04.22;elderly;7;12573;6
0;B02.9;Полесск;04.22;elderly;7;6921;6
0;B02.9;Советск;04.22;elderly;7;38514;6
0;B02.9;Советск;04.22;old;3;38514;6
0;B02.9;Черняховск;04.22;centenarians;3;35375;6
0;B07;Балтийск;04.22;elderly;7;33946;6
0;B07;Калининград;04.22;children;30;498260;6
0;B07;Калининград;04.22;elderly;17;498260;6
0;B07;Калининград;04.22;middleage;16;498260;6
0;B07;Калининград;04.22;old;5;498260;6
0;B07;Калининград;04.22;young;24;498260;6
0;B07;Краснознаменск;04.22;children;9;3049;6
0;B07;Неман;04.22;elderly;7;10765;6
0;B07;Неман;04.22;middleage;4;10765;6
0;B07;Озерск;04.22;children;9;2427;6
0;B07;Озерск;04.22;young;9;2427;6
0;B07;Пионерский;04.22;children;10;12573;6
0;B07;Светлый;04.22;elderly;7;21441;6
0;B07;Советск;04.22;children;9;38514;6
0;B07;Советск;04.22;elderly;7;38514;6
0;B07;Черняховск;04.22;children;10;35375;6
0;B08.1;Гвардейск;04.22;children;9;13353;6
0;B08.1;Калининград;04.22;children;22;498260;6
0;B08.1;Калининград;04.22;middleage;6;498260;6
0;B08.1;Калининград;04.22;young;13;498260;6
0;B08.1;Советск;04.22;children;10;38514;6
0;B08.8;Калининград;04.22;children;9;498260;6
0;B08;Светлый;04.22;children;10;21441;6
0;B09;Калининград;04.22;young;9;498260;6
0;B15.9;Калининград;04.22;children;10;498260;6
0;B16;Черняховск;04.22;elderly;7;35375;6
0;B18.0;Калининград;04.22;middleage;5;498260;6
0;B18.1;Балтийск;04.22;elderly;7;33946;6
0;B18.1;Гвардейск;04.22;middleage;4;13353;6
0;B18.1;Калининград;04.22;elderly;11;498260;6
0;B18.1;Калининград;04.22;middleage;7;498260;6
0;B18.1;Калининград;04.22;old;6;498260;6
0;B18.1;Калининград;04.22;young;13;498260;6
0;B18.1;Черняховск;04.22;elderly;6;35375;6
0;B18.1;Черняховск;04.22;middleage;3;35375;6
0;B18.2;Багратионовск;04.22;centenarians;4;6401;6
0;B18.2;Гвардейск;04.22;middleage;4;13353;6
0;B18.2;Гурьевск;04.22;elderly;7;19670;6
0;B18.2;Гурьевск;04.22;middleage;5;19670;6
0;B18.2;Гурьевск;04.22;young;9;19670;6
0;B18.2;Зеленоградск;04.22;middleage;4;17296;6
0;B18.2;Калининград;04.22;elderly;13;498260;6
0;B18.2;Калининград;04.22;middleage;19;498260;6
0;B18.2;Калининград;04.22;old;6;498260;6
0;B18.2;Калининград;04.22;young;24;498260;6
0;B18.2;Нестеров;04.22;young;8;3937;6
0;B18.2;Пионерский;04.22;elderly;7;12573;6
0;B18.2;Светлый;04.22;middleage;4;21441;6
0;B18.2;Светлый;04.22;young;9;21441;6
0;B18.2;Советск;04.22;middleage;4;38514;6
0;B18.2;Советск;04.22;young;9;38514;6
0;B18.2;Черняховск;04.22;elderly;7;35375;6
0;B18.2;Черняховск;04.22;young;8;35375;6
0;B18.8;Балтийск;04.22;elderly;7;33946;6
0;B18.8;Гусев;04.22;middleage;4;28177;6
0;B18.8;Калининград;04.22;elderly;7;498260;6
0;B18.9;Гурьевск;04.22;elderly;6;19670;6
0;B18.9;Полесск;04.22;young;9;6921;6
0;B19;Калининград;04.22;children;9;498260;6
0;B19;Калининград;04.22;elderly;7;498260;6
0;B20;Калининград;04.22;middleage;5;498260;6
0;B21.9;Калининград;04.22;young;9;498260;6
0;B25.9;Калининград;04.22;elderly;7;498260;6
0;B25.9;Черняховск;04.22;young;8;35375;6
0;B27.8;Калининград;04.22;children;10;498260;6
0;B27.8;Калининград;04.22;young;9;498260;6
0;B27.9;Багратионовск;04.22;children;9;6401;6
0;B27.9;Калининград;04.22;children;14;498260;6
0;B27.9;Калининград;04.22;elderly;8;498260;6
0;B27.9;Калининград;04.22;young;10;498260;6
0;B27.9;Мамоново;04.22;children;9;8104;6
0;B27;Багратионовск;04.22;children;10;6401;6
0;B27;Калининград;04.22;children;4;498260;6
0;B30.2;Калининград;04.22;children;10;498260;6
0;B30.2;Светлый;04.22;children;10;21441;6
0;B30.9;Калининград;04.22;children;12;498260;6
0;B30.9;Калининград;04.22;elderly;7;498260;6
0;B30.9;Пионерский;04.22;middleage;4;12573;6
0;B30.9;Пионерский;04.22;young;8;12573;6
0;B33.8;Мамоново;04.22;young;8;8104;6
0;B34.0;Калининград;04.22;children;4;498260;6
0;B34.1;Пионерский;04.22;middleage;4;12573;6
0;B34.2;Калининград;04.22;elderly;10;498260;6
0;B34.2;Калининград;04.22;middleage;6;498260;6
0;B34.2;Калининград;04.22;young;10;498260;6
0;B34.8;Гурьевск;04.22;middleage;3;19670;6
0;B34.8;Калининград;04.22;young;12;498260;6
0;B34.9;Калининград;04.22;middleage;5;498260;6
0;B35.1;Балтийск;04.22;elderly;9;33946;6
0;B35.1;Балтийск;04.22;middleage;4;33946;6
0;B35.1;Балтийск;04.22;old;4;33946;6
0;B35.1;Гвардейск;04.22;middleage;4;13353;6
0;B35.1;Гвардейск;04.22;young;8;13353;6
0;B35.1;Зеленоградск;04.22;elderly;9;17296;6
0;B35.1;Зеленоградск;04.22;old;4;17296;6
0;B35.1;Калининград;04.22;centenarians;4;498260;6
0;B35.1;Калининград;04.22;elderly;22;498260;6
0;B35.1;Калининград;04.22;middleage;16;498260;6
0;B35.1;Калининград;04.22;old;9;498260;6
0;B35.1;Калининград;04.22;young;22;498260;6
0;B35.1;Неман;04.22;elderly;9;10765;6
0;B35.1;Пионерский;04.22;elderly;9;12573;6
0;B35.1;Черняховск;04.22;children;8;35375;6
0;B35.1;Черняховск;04.22;elderly;9;35375;6
0;B35.1;Черняховск;04.22;middleage;4;35375;6
0;B35.2;Калининград;04.22;children;10;498260;6
0;B35.2;Калининград;04.22;elderly;7;498260;6
0;B35.2;Калининград;04.22;middleage;5;498260;6
0;B35.2;Калининград;04.22;young;9;498260;6
0;B35.2;Советск;04.22;elderly;7;38514;6
0;B35.3;Балтийск;04.22;elderly;7;33946;6
0;B35.3;Балтийск;04.22;middleage;3;33946;6
0;B35.3;Калининград;04.22;children;10;498260;6
0;B35.3;Калининград;04.22;elderly;13;498260;6
0;B35.3;Калининград;04.22;middleage;9;498260;6
0;B35.3;Калининград;04.22;old;6;498260;6
0;B35.3;Калининград;04.22;young;19;498260;6
0;B35.3;Неман;04.22;elderly;7;10765;6
0;B35.3;Светлый;04.22;young;8;21441;6
0;B35.3;Советск;04.22;young;8;38514;6
0;B35.3;Черняховск;04.22;middleage;4;35375;6
0;B35.4;Гвардейск;04.22;elderly;7;13353;6
0;B35.4;Гвардейск;04.22;old;3;13353;6
0;B35.4;Калининград;04.22;children;9;498260;6
0;B35.4;Калининград;04.22;elderly;6;498260;6
0;B35.4;Калининград;04.22;middleage;5;498260;6
0;B35.4;Калининград;04.22;old;1;498260;6
0;B35.4;Калининград;04.22;young;18;498260;6
0;B35.4;Советск;04.22;elderly;8;38514;6
0;B35.4;Советск;04.22;middleage;4;38514;6
0;B35.4;Советск;04.22;old;3;38514;6
0;B35.6;Калининград;04.22;elderly;13;498260;6
0;B35.6;Калининград;04.22;middleage;7;498260;6
0;B35.6;Калининград;04.22;old;6;498260;6
0;B35.6;Калининград;04.22;young;12;498260;6
0;B35.6;Советск;04.22;elderly;7;38514;6
0;B35.8;Гусев;04.22;old;4;28177;6
0;B35.8;Калининград;04.22;centenarians;5;498260;6
0;B35.8;Калининград;04.22;children;13;498260;6
0;B35.8;Калининград;04.22;elderly;11;498260;6
0;B35.8;Калининград;04.22;young;13;498260;6
0;B35.8;Неман;04.22;young;8;10765;6
0;B35.9;Калининград;04.22;children;11;498260;6
0;B35.9;Калининград;04.22;middleage;6;498260;6
0;B35.9;Калининград;04.22;young;9;498260;6
0;B35.9;Неман;04.22;children;9;10765;6
0;B35.9;Светлый;04.22;middleage;4;21441;6
0;B36.0;Балтийск;04.22;young;9;33946;6
0;B36.0;Гвардейск;04.22;children;9;13353;6
0;B36.0;Гвардейск;04.22;young;9;13353;6
0;B36.0;Калининград;04.22;children;20;498260;6
0;B36.0;Калининград;04.22;elderly;11;498260;6
0;B36.0;Калининград;04.22;middleage;11;498260;6
0;B36.0;Калининград;04.22;young;25;498260;6
0;B36.0;Неман;04.22;young;9;10765;6
0;B36.0;Пионерский;04.22;elderly;7;12573;6
0;B36.0;Пионерский;04.22;young;9;12573;6
0;B36.0;Советск;04.22;elderly;7;38514;6
0;B36.0;Советск;04.22;old;3;38514;6
0;B36.0;Советск;04.22;young;9;38514;6
0;B36.0;Черняховск;04.22;children;10;35375;6
0;B36.8;Калининград;04.22;children;9;498260;6
0;B36.8;Калининград;04.22;young;9;498260;6
0;B36.9;Калининград;04.22;children;10;498260;6
0;B37.0;Гурьевск;04.22;children;10;19670;6
0;B37.0;Калининград;04.22;children;13;498260;6
0;B37.0;Калининград;04.22;young;9;498260;6
0;B37.0;Черняховск;04.22;children;9;35375;6
0;B37.0;Черняховск;04.22;elderly;6;35375;6
0;B37.2;Гвардейск;04.22;elderly;7;13353;6
0;B37.2;Гвардейск;04.22;middleage;4;13353;6
0;B37.2;Гвардейск;04.22;old;4;13353;6
0;B37.2;Гвардейск;04.22;young;8;13353;6
0;B37.2;Калининград;04.22;children;11;498260;6
0;B37.2;Калининград;04.22;elderly;12;498260;6
0;B37.2;Калининград;04.22;middleage;6;498260;6
0;B37.2;Калининград;04.22;young;9;498260;6
0;B37.2;Неман;04.22;children;9;10765;6
0;B37.2;Неман;04.22;elderly;7;10765;6
0;B37.2;Неман;04.22;old;3;10765;6
0;B37.2;Пионерский;04.22;centenarians;4;12573;6
0;B37.2;Советск;04.22;children;9;38514;6
0;B37.2;Советск;04.22;elderly;7;38514;6
0;B37.2;Советск;04.22;old;3;38514;6
0;B37.2;Советск;04.22;young;8;38514;6
0;B37.8;Калининград;04.22;elderly;9;498260;6
0;B37.8;Калининград;04.22;middleage;6;498260;6
0;B37.8;Калининград;04.22;young;9;498260;6
0;B37.9;Светлый;04.22;old;4;21441;6
0;B42.9;Калининград;04.22;elderly;7;498260;6
0;B58.9;Калининград;04.22;middleage;5;498260;6
0;B58.9;Калининград;04.22;old;4;498260;6
0;B58.9;Калининград;04.22;young;9;498260;6
0;B66.0;Калининград;04.22;children;10;498260;6
0;B66.9;Гурьевск;04.22;young;9;19670;6
0;B67.0;Калининград;04.22;middleage;5;498260;6
0;B67.8;Калининград;04.22;elderly;7;498260;6
0;B67.9;Калининград;04.22;middleage;5;498260;6
0;B77.9;Калининград;04.22;children;12;498260;6
0;B77.9;Калининград;04.22;young;9;498260;6
0;B77.9;Нестеров;04.22;children;9;3937;6
0;B77.9;Озерск;04.22;children;10;2427;6
0;B77.9;Светлый;04.22;elderly;7;21441;6
0;B77.9;Черняховск;04.22;children;9;35375;6
0;B77;Калининград;04.22;children;10;498260;6
0;B80;Гурьевск;04.22;children;12;19670;6
0;B80;Зеленоградск;04.22;children;9;17296;6
0;B80;Калининград;04.22;children;39;498260;6
0;B80;Калининград;04.22;young;8;498260;6
0;B80;Пионерский;04.22;children;10;12573;6
0;B80;Полесск;04.22;children;9;6921;6
0;B80;Светлый;04.22;children;10;21441;6
0;B80;Черняховск;04.22;young;8;35375;6
0;B81.8;Калининград;04.22;elderly;7;498260;6
0;B82.0;Калининград;04.22;children;10;498260;6
0;B82.9;Калининград;04.22;children;63;498260;6
0;B83.8;Калининград;04.22;children;10;498260;6
0;B83.8;Калининград;04.22;old;5;498260;6
0;B83.9;Калининград;04.22;children;10;498260;6
0;B83.9;Калининград;04.22;young;9;498260;6
0;B85.0;Гусев;04.22;children;9;28177;6
0;B85.0;Калининград;04.22;children;9;498260;6
0;B85.2;Калининград;04.22;children;10;498260;6
0;B85.2;Неман;04.22;elderly;7;10765;6
0;B85.2;Неман;04.22;middleage;3;10765;6
0;B85.2;Неман;04.22;young;8;10765;6
0;B85.2;Советск;04.22;children;9;38514;6
0;B86;Калининград;04.22;children;13;498260;6
0;B86;Калининград;04.22;elderly;10;498260;6
0;B86;Калининград;04.22;middleage;8;498260;6
0;B86;Калининград;04.22;young;12;498260;6
0;B88.0;Балтийск;04.22;young;7;33946;6
0;B88.0;Гурьевск;04.22;centenarians;3;19670;6
0;B88.0;Гурьевск;04.22;elderly;8;19670;6
0;B88.0;Гурьевск;04.22;middleage;5;19670;6
0;B88.0;Гурьевск;04.22;old;3;19670;6
0;B88.0;Гурьевск;04.22;young;8;19670;6
0;B88.0;Калининград;04.22;children;4;498260;6
0;B88.0;Калининград;04.22;elderly;8;498260;6
0;B88.0;Калининград;04.22;middleage;6;498260;6
0;B88.0;Калининград;04.22;old;2;498260;6
0;B88.0;Калининград;04.22;young;18;498260;6
0;B88.2;Калининград;04.22;elderly;8;498260;6
0;B88.2;Мамоново;04.22;children;11;8104;6
0;B88.8;Гвардейск;04.22;middleage;4;13353;6
0;B88.8;Гурьевск;04.22;children;10;19670;6
0;B88.8;Гурьевск;04.22;young;8;19670;6
0;B88.8;Калининград;04.22;elderly;9;498260;6
0;B88.8;Калининград;04.22;middleage;8;498260;6
0;B88.8;Калининград;04.22;old;6;498260;6
0;B88.8;Калининград;04.22;young;14;498260;6
0;B88.8;Славск;04.22;children;10;3964;6
0;B88.8;Славск;04.22;elderly;7;3964;6
0;B88.9;Калининград;04.22;middleage;6;498260;6
0;B88.9;Калининград;04.22;young;10;498260;6
0;B88;Калининград;04.22;young;9;498260;6
0;B88;Неман;04.22;elderly;7;10765;6
0;B90.2;Советск;04.22;old;3;38514;6
0;B90.8;Калининград;04.22;elderly;7;498260;6
0;B90.8;Калининград;04.22;old;5;498260;6
0;B90.9;Гурьевск;04.22;children;9;19670;6
0;B90.9;Гурьевск;04.22;middleage;4;19670;6
0;B90.9;Гурьевск;04.22;young;9;19670;6
0;B90.9;Зеленоградск;04.22;elderly;7;17296;6
0;B90.9;Зеленоградск;04.22;middleage;5;17296;6
0;B90.9;Зеленоградск;04.22;young;10;17296;6
0;B90.9;Калининград;04.22;children;16;498260;6
0;B90.9;Калининград;04.22;elderly;10;498260;6
0;B90.9;Калининград;04.22;middleage;15;498260;6
0;B90.9;Калининград;04.22;old;3;498260;6
0;B90.9;Калининград;04.22;young;23;498260;6
0;B90.9;Полесск;04.22;children;9;6921;6
0;B90.9;Полесск;04.22;old;3;6921;6
