PATIENT_SEX;MKB_CODE;ADRES;VISIT_MONTH_YEAR;AGE_CATEGORY;PATIENT_ID_COUNT
0;A69.2;Калининград;04.22;children;0
0;A69.2;Калининград;04.22;elderly;4
0;A69.2;Калининград;04.22;middleage;1
0;A69.2;Калининград;04.22;young;5
0;A69.2;Краснознаменск;04.22;elderly;0
0;A84.9;Зеленоградск;04.22;middleage;0
0;B00.0;Багратионовск;04.22;children;-1
0;B00.1;Гвардейск;04.22;old;0
0;B00.1;Гурьевск;04.22;children;1
0;B00.1;Калининград;04.22;children;2
0;B00.1;Калининград;04.22;elderly;3
0;B00.1;Калининград;04.22;middleage;1
0;B00.1;Калининград;04.22;old;0
0;B00.1;Калининград;04.22;young;9
0;B00.1;Мамоново;04.22;children;0
0;B00.1;Мамоново;04.22;young;1
0;B00.1;Пионерский;04.22;elderly;0
0;B00.1;Пионерский;04.22;middleage;0
0;B00.1;Пионерский;04.22;old;0
0;B00.1;Пионерский;04.22;young;1
0;B00.2;Гурьевск;04.22;children;0
0;B00.2;Зеленоградск;04.22;children;0
0;B00.2;Калининград;04.22;children;1
0;B00.2;Калининград;04.22;young;2
0;B00.8;Калининград;04.22;children;0
0;B00.8;Калининград;04.22;elderly;1
0;B00.8;Калининград;04.22;middleage;0
0;B00.8;Калининград;04.22;old;1
0;B00.8;Калининград;04.22;young;5
0;B00.8;Светлый;04.22;children;0
0;B00.9;Балтийск;04.22;young;1
0;B00.9;Гурьевск;04.22;children;1
0;B00.9;Гурьевск;04.22;middleage;0
0;B00.9;Калининград;04.22;children;2
0;B00.9;Калининград;04.22;elderly;2
0;B00.9;Калининград;04.22;middleage;1
0;B00.9;Калининград;04.22;old;0
0;B00.9;Калининград;04.22;young;6
0;B00.9;Пионерский;04.22;elderly;0
0;B00.9;Черняховск;04.22;elderly;0
0;B01.9;Багратионовск;04.22;children;1
0;B01.9;Балтийск;04.22;children;1
0;B01.9;Балтийск;04.22;young;2
0;B01.9;Гурьевск;04.22;children;6
0;B01.9;Гурьевск;04.22;young;2
0;B01.9;Гусев;04.22;children;1
0;B01.9;Гусев;04.22;young;2
0;B01.9;Зеленоградск;04.22;children;1
0;B01.9;Зеленоградск;04.22;young;2
0;B01.9;Калининград;04.22;children;45
0;B01.9;Калининград;04.22;young;12
0;B01.9;Краснознаменск;04.22;children;0
0;B01.9;Краснознаменск;04.22;young;0
0;B01.9;Нестеров;04.22;children;-1
0;B01.9;Нестеров;04.22;young;0
0;B01.9;Озерск;04.22;children;0
0;B01.9;Пионерский;04.22;children;1
0;B01.9;Полесск;04.22;children;0
0;B01.9;Правдинск;04.22;children;0
0;B01.9;Светлый;04.22;children;1
0;B01.9;Светлый;04.22;young;1
0;B01.9;Славск;04.22;children;0
0;B01.9;Черняховск;04.22;children;1
0;B01.9;Черняховск;04.22;young;2
0;B01;Балтийск;04.22;children;2
0;B01;Зеленоградск;04.22;children;1
0;B01;Калининград;04.22;children;8
0;B01;Калининград;04.22;young;7
0;B02.7;Калининград;04.22;young;1
0;B02.8;Калининград;04.22;elderly;0
0;B02.8;Калининград;04.22;middleage;0
0;B02.8;Калининград;04.22;old;0
0;B02.9;Гвардейск;04.22;elderly;1
0;B02.9;Гвардейск;04.22;middleage;0
0;B02.9;Гвардейск;04.22;old;0
0;B02.9;Гурьевск;04.22;elderly;1
0;B02.9;Калининград;04.22;children;4
0;B02.9;Калининград;04.22;elderly;14
0;B02.9;Калининград;04.22;middleage;7
0;B02.9;Калининград;04.22;old;5
0;B02.9;Калининград;04.22;young;15
0;B02.9;Пионерский;04.22;elderly;1
0;B02.9;Полесск;04.22;elderly;0
0;B02.9;Советск;04.22;elderly;1
0;B02.9;Советск;04.22;old;0
0;B02.9;Черняховск;04.22;centenarians;0
0;B07;Балтийск;04.22;elderly;2
0;B07;Калининград;04.22;children;44
0;B07;Калининград;04.22;elderly;8
0;B07;Калининград;04.22;middleage;6
0;B07;Калининград;04.22;old;3
0;B07;Калининград;04.22;young;29
0;B07;Краснознаменск;04.22;children;0
0;B07;Неман;04.22;elderly;1
0;B07;Неман;04.22;middleage;1
0;B07;Озерск;04.22;children;0
0;B07;Озерск;04.22;young;2
0;B07;Пионерский;04.22;children;1
0;B07;Светлый;04.22;elderly;1
0;B07;Советск;04.22;children;0
0;B07;Советск;04.22;elderly;1
0;B07;Черняховск;04.22;children;1
0;B08.1;Гвардейск;04.22;children;0
0;B08.1;Калининград;04.22;children;11
0;B08.1;Калининград;04.22;middleage;2
0;B08.1;Калининград;04.22;young;6
0;B08.1;Советск;04.22;children;0
0;B08.8;Калининград;04.22;children;0
0;B08;Светлый;04.22;children;0
0;B09;Калининград;04.22;young;2
0;B15.9;Калининград;04.22;children;0
0;B16;Черняховск;04.22;elderly;1
0;B18.0;Калининград;04.22;middleage;0
0;B18.1;Балтийск;04.22;elderly;0
0;B18.1;Гвардейск;04.22;middleage;0
0;B18.1;Калининград;04.22;elderly;4
0;B18.1;Калининград;04.22;middleage;2
0;B18.1;Калининград;04.22;old;1
0;B18.1;Калининград;04.22;young;7
0;B18.1;Черняховск;04.22;elderly;0
0;B18.1;Черняховск;04.22;middleage;0
0;B18.2;Багратионовск;04.22;centenarians;2
0;B18.2;Гвардейск;04.22;middleage;2
0;B18.2;Гурьевск;04.22;elderly;2
0;B18.2;Гурьевск;04.22;middleage;2
0;B18.2;Гурьевск;04.22;young;3
0;B18.2;Зеленоградск;04.22;middleage;2
0;B18.2;Калининград;04.22;elderly;19
0;B18.2;Калининград;04.22;middleage;21
0;B18.2;Калининград;04.22;old;1
0;B18.2;Калининград;04.22;young;30
0;B18.2;Нестеров;04.22;young;2
0;B18.2;Пионерский;04.22;elderly;2
0;B18.2;Светлый;04.22;middleage;1
0;B18.2;Светлый;04.22;young;2
0;B18.2;Советск;04.22;middleage;2
0;B18.2;Советск;04.22;young;3
0;B18.2;Черняховск;04.22;elderly;2
0;B18.2;Черняховск;04.22;young;3
0;B18.8;Балтийск;04.22;elderly;1
0;B18.8;Гусев;04.22;middleage;1
0;B18.8;Калининград;04.22;elderly;0
0;B18.9;Гурьевск;04.22;elderly;0
0;B18.9;Полесск;04.22;young;0
0;B19;Калининград;04.22;children;0
0;B19;Калининград;04.22;elderly;0
0;B20;Калининград;04.22;middleage;0
0;B21.9;Калининград;04.22;young;-1
0;B25.9;Калининград;04.22;elderly;0
0;B25.9;Черняховск;04.22;young;0
0;B27.8;Калининград;04.22;children;0
0;B27.8;Калининград;04.22;young;1
0;B27.9;Багратионовск;04.22;children;0
0;B27.9;Калининград;04.22;children;3
0;B27.9;Калининград;04.22;elderly;1
0;B27.9;Калининград;04.22;young;3
0;B27.9;Мамоново;04.22;children;0
0;B27;Багратионовск;04.22;children;0
0;B27;Калининград;04.22;children;0
0;B30.2;Калининград;04.22;children;0
0;B30.2;Светлый;04.22;children;0
0;B30.9;Калининград;04.22;children;0
0;B30.9;Калининград;04.22;elderly;0
0;B30.9;Пионерский;04.22;middleage;0
0;B30.9;Пионерский;04.22;young;0
0;B33.8;Мамоново;04.22;young;-1
0;B34.0;Калининград;04.22;children;2
0;B34.1;Пионерский;04.22;middleage;1
0;B34.2;Калининград;04.22;elderly;2
0;B34.2;Калининград;04.22;middleage;1
0;B34.2;Калининград;04.22;young;3
0;B34.8;Гурьевск;04.22;middleage;0
0;B34.8;Калининград;04.22;young;1
0;B34.9;Калининград;04.22;middleage;0
0;B35.1;Балтийск;04.22;elderly;2
0;B35.1;Балтийск;04.22;middleage;2
0;B35.1;Балтийск;04.22;old;1
0;B35.1;Гвардейск;04.22;middleage;2
0;B35.1;Гвардейск;04.22;young;2
0;B35.1;Зеленоградск;04.22;elderly;2
0;B35.1;Зеленоградск;04.22;old;1
0;B35.1;Калининград;04.22;centenarians;0
0;B35.1;Калининград;04.22;elderly;29
0;B35.1;Калининград;04.22;middleage;18
0;B35.1;Калининград;04.22;old;3
0;B35.1;Калининград;04.22;young;16
0;B35.1;Неман;04.22;elderly;2
0;B35.1;Пионерский;04.22;elderly;2
0;B35.1;Черняховск;04.22;children;1
0;B35.1;Черняховск;04.22;elderly;2
0;B35.1;Черняховск;04.22;middleage;2
0;B35.2;Калининград;04.22;children;0
0;B35.2;Калининград;04.22;elderly;0
0;B35.2;Калининград;04.22;middleage;0
0;B35.2;Калининград;04.22;young;2
0;B35.2;Советск;04.22;elderly;1
0;B35.3;Балтийск;04.22;elderly;0
0;B35.3;Балтийск;04.22;middleage;0
0;B35.3;Калининград;04.22;children;0
0;B35.3;Калининград;04.22;elderly;8
0;B35.3;Калининград;04.22;middleage;4
0;B35.3;Калининград;04.22;old;2
0;B35.3;Калининград;04.22;young;13
0;B35.3;Неман;04.22;elderly;0
0;B35.3;Светлый;04.22;young;1
0;B35.3;Советск;04.22;young;1
0;B35.3;Черняховск;04.22;middleage;0
0;B35.4;Гвардейск;04.22;elderly;0
0;B35.4;Гвардейск;04.22;old;0
0;B35.4;Калининград;04.22;children;3
0;B35.4;Калининград;04.22;elderly;2
0;B35.4;Калининград;04.22;middleage;0
0;B35.4;Калининград;04.22;old;0
0;B35.4;Калининград;04.22;young;13
0;B35.4;Советск;04.22;elderly;0
0;B35.4;Советск;04.22;middleage;0
0;B35.4;Советск;04.22;old;0
0;B35.6;Калининград;04.22;elderly;6
0;B35.6;Калининград;04.22;middleage;2
0;B35.6;Калининград;04.22;old;0
0;B35.6;Калининград;04.22;young;6
0;B35.6;Советск;04.22;elderly;0
0;B35.8;Гусев;04.22;old;0
0;B35.8;Калининград;04.22;centenarians;1
0;B35.8;Калининград;04.22;children;0
0;B35.8;Калининград;04.22;elderly;0
0;B35.8;Калининград;04.22;young;2
0;B35.8;Неман;04.22;young;1
0;B35.9;Калининград;04.22;children;0
0;B35.9;Калининград;04.22;middleage;0
0;B35.9;Калининград;04.22;young;2
0;B35.9;Неман;04.22;children;0
0;B35.9;Светлый;04.22;middleage;0
0;B36.0;Балтийск;04.22;young;2
0;B36.0;Гвардейск;04.22;children;0
0;B36.0;Гвардейск;04.22;young;2
0;B36.0;Калининград;04.22;children;5
0;B36.0;Калининград;04.22;elderly;2
0;B36.0;Калининград;04.22;middleage;5
0;B36.0;Калининград;04.22;young;30
0;B36.0;Неман;04.22;young;2
0;B36.0;Пионерский;04.22;elderly;0
0;B36.0;Пионерский;04.22;young;2
0;B36.0;Советск;04.22;elderly;0
0;B36.0;Советск;04.22;old;0
0;B36.0;Советск;04.22;young;2
0;B36.0;Черняховск;04.22;children;0
0;B36.8;Калининград;04.22;children;0
0;B36.8;Калининград;04.22;young;1
0;B36.9;Калининград;04.22;children;1
0;B37.0;Гурьевск;04.22;children;1
0;B37.0;Калининград;04.22;children;0
0;B37.0;Калининград;04.22;young;1
0;B37.0;Черняховск;04.22;children;0
0;B37.0;Черняховск;04.22;elderly;0
0;B37.2;Гвардейск;04.22;elderly;0
0;B37.2;Гвардейск;04.22;middleage;0
0;B37.2;Гвардейск;04.22;old;0
0;B37.2;Гвардейск;04.22;young;1
0;B37.2;Калининград;04.22;children;1
0;B37.2;Калининград;04.22;elderly;2
0;B37.2;Калининград;04.22;middleage;2
0;B37.2;Калининград;04.22;young;4
0;B37.2;Неман;04.22;children;0
0;B37.2;Неман;04.22;elderly;0
0;B37.2;Неман;04.22;old;0
0;B37.2;Пионерский;04.22;centenarians;1
0;B37.2;Советск;04.22;children;0
0;B37.2;Советск;04.22;elderly;2
0;B37.2;Советск;04.22;old;0
0;B37.2;Советск;04.22;young;2
0;B37.8;Калининград;04.22;elderly;0
0;B37.8;Калининград;04.22;middleage;0
0;B37.8;Калининград;04.22;young;2
0;B37.9;Светлый;04.22;old;0
0;B42.9;Калининград;04.22;elderly;1
0;B58.9;Калининград;04.22;middleage;0
0;B58.9;Калининград;04.22;old;0
0;B58.9;Калининград;04.22;young;1
0;B66.0;Калининград;04.22;children;0
0;B66.9;Гурьевск;04.22;young;1
0;B67.0;Калининград;04.22;middleage;0
0;B67.8;Калининград;04.22;elderly;0
0;B67.9;Калининград;04.22;middleage;0
0;B77.9;Калининград;04.22;children;0
0;B77.9;Калининград;04.22;young;2
0;B77.9;Нестеров;04.22;children;0
0;B77.9;Озерск;04.22;children;0
0;B77.9;Светлый;04.22;elderly;0
0;B77.9;Черняховск;04.22;children;0
0;B77;Калининград;04.22;children;0
0;B80;Гурьевск;04.22;children;2
0;B80;Зеленоградск;04.22;children;1
0;B80;Калининград;04.22;children;22
0;B80;Калининград;04.22;young;5
0;B80;Пионерский;04.22;children;1
0;B80;Полесск;04.22;children;1
0;B80;Светлый;04.22;children;0
0;B80;Черняховск;04.22;young;1
0;B81.8;Калининград;04.22;elderly;0
0;B82.0;Калининград;04.22;children;0
0;B82.9;Калининград;04.22;children;-225
0;B83.8;Калининград;04.22;children;0
0;B83.8;Калининград;04.22;old;0
0;B83.9;Калининград;04.22;children;0
0;B83.9;Калининград;04.22;young;2
0;B85.0;Гусев;04.22;children;0
0;B85.0;Калининград;04.22;children;0
0;B85.2;Калининград;04.22;children;0
0;B85.2;Неман;04.22;elderly;0
0;B85.2;Неман;04.22;middleage;0
0;B85.2;Неман;04.22;young;-1
0;B85.2;Советск;04.22;children;0
0;B86;Калининград;04.22;children;0
0;B86;Калининград;04.22;elderly;0
0;B86;Калининград;04.22;middleage;0
0;B86;Калининград;04.22;young;2
0;B88.0;Балтийск;04.22;young;1
0;B88.0;Гурьевск;04.22;centenarians;1
0;B88.0;Гурьевск;04.22;elderly;1
0;B88.0;Гурьевск;04.22;middleage;0
0;B88.0;Гурьевск;04.22;old;0
0;B88.0;Гурьевск;04.22;young;2
0;B88.0;Калининград;04.22;children;1
0;B88.0;Калининград;04.22;elderly;2
0;B88.0;Калининград;04.22;middleage;1
0;B88.0;Калининград;04.22;old;0
0;B88.0;Калининград;04.22;young;7
0;B88.2;Калининград;04.22;elderly;0
0;B88.2;Мамоново;04.22;children;-1
0;B88.8;Гвардейск;04.22;middleage;0
0;B88.8;Гурьевск;04.22;children;0
0;B88.8;Гурьевск;04.22;young;1
0;B88.8;Калининград;04.22;elderly;6
0;B88.8;Калининград;04.22;middleage;5
0;B88.8;Калининград;04.22;old;2
0;B88.8;Калининград;04.22;young;10
0;B88.8;Славск;04.22;children;0
0;B88.8;Славск;04.22;elderly;0
0;B88.9;Калининград;04.22;middleage;1
0;B88.9;Калининград;04.22;young;4
0;B88;Калининград;04.22;young;1
0;B88;Неман;04.22;elderly;0
0;B90.2;Советск;04.22;old;0
0;B90.8;Калининград;04.22;elderly;0
0;B90.8;Калининград;04.22;old;0
0;B90.9;Гурьевск;04.22;children;2
0;B90.9;Гурьевск;04.22;middleage;2
0;B90.9;Гурьевск;04.22;young;3
0;B90.9;Зеленоградск;04.22;elderly;1
0;B90.9;Зеленоградск;04.22;middleage;2
0;B90.9;Зеленоградск;04.22;young;3
0;B90.9;Калининград;04.22;children;5
0;B90.9;Калининград;04.22;elderly;3
0;B90.9;Калининград;04.22;middleage;19
0;B90.9;Калининград;04.22;old;0
0;B90.9;Калининград;04.22;young;27
0;B90.9;Полесск;04.22;children;1
0;B90.9;Полесск;04.22;old;0
0;B90.9;Светлый;04.22;middleage;1
0;B90.9;Светлый;04.22;young;2
0;B90.9;Славск;04.22;children;1
0;B90.9;Славск;04.22;elderly;1
0;B90.9;Славск;04.22;middleage;2
0;B90.9;Славск;04.22;young;2
0;B91;Калининград;04.22;elderly;0
0;B91;Калининград;04.22;middleage;0
0;B94.2;Гурьевск;04.22;elderly;0
0;B94.2;Калининград;04.22;centenarians;2
0;B94.2;Калининград;04.22;elderly;3
0;B94.2;Калининград;04.22;middleage;3
0;B94.2;Калининград;04.22;old;1
0;B94.2;Калининград;04.22;young;6
0;B94.8;Калининград;04.22;elderly;0
0;B94.8;Калининград;04.22;old;0
0;B96.8;Калининград;04.22;elderly;0
0;B96.8;Черняховск;04.22;young;0
0;B97.7;Балтийск;04.22;young;1
0;B97.7;Гусев;04.22;elderly;0
0;B97.7;Калининград;04.22;elderly;0
0;B97.7;Калининград;04.22;middleage;0
0;B97.7;Калининград;04.22;old;0
0;B97.7;Калининград;04.22;young;4
0;B97.7;Правдинск;04.22;young;1
0;B99;Черняховск;04.22;elderly;1
0;C00.1;Калининград;04.22;elderly;0
0;C01;Зеленоградск;04.22;elderly;0
0;C01;Калининград;04.22;elderly;0
0;C02.0;Калининград;04.22;elderly;0
0;C02.1;Гурьевск;04.22;elderly;1
0;C02.1;Калининград;04.22;elderly;3
0;C02.1;Калининград;04.22;middleage;1
0;C02.1;Пионерский;04.22;middleage;0
0;C02.1;Светлый;04.22;elderly;0
0;C02.8;Калининград;04.22;elderly;0
0;C03.0;Калининград;04.22;middleage;0
0;C03.1;Гурьевск;04.22;elderly;0
0;C03.1;Зеленоградск;04.22;elderly;0
0;C03.1;Калининград;04.22;elderly;0
0;C03.1;Калининград;04.22;middleage;0
0;C04.0;Калининград;04.22;elderly;0
0;C04.0;Калининград;04.22;middleage;0
0;C04.1;Калининград;04.22;young;-1
0;C05.0;Калининград;04.22;middleage;0
0;C06.8;Калининград;04.22;elderly;0
0;C06.9;Калининград;04.22;elderly;0
0;C07;Калининград;04.22;elderly;0
0;C07;Калининград;04.22;old;0
0;C08.0;Калининград;04.22;elderly;0
0;C08.0;Полесск;04.22;elderly;0
0;C08.8;Калининград;04.22;middleage;0
0;C08.9;Краснознаменск;04.22;middleage;0
0;C09.0;Калининград;04.22;elderly;0
0;C09.0;Калининград;04.22;middleage;0
0;C09.0;Калининград;04.22;old;0
0;C09.1;Калининград;04.22;elderly;0
0;C09.8;Калининград;04.22;middleage;0
0;C10.0;Калининград;04.22;middleage;0
0;C10.8;Калининград;04.22;elderly;0
0;C10.8;Калининград;04.22;middleage;0
0;C10.9;Калининград;04.22;old;0
0;C11.1;Калининград;04.22;children;0
0;C11.2;Багратионовск;04.22;middleage;0
0;C11.2;Калининград;04.22;middleage;0
0;C11.9;Калининград;04.22;elderly;0
0;C13.1;Калининград;04.22;elderly;0
0;C13.8;Гвардейск;04.22;middleage;1
0;C15.0;Правдинск;04.22;middleage;0
0;C15.1;Калининград;04.22;centenarians;0
0;C15.3;Правдинск;04.22;middleage;0
0;C15.4;Калининград;04.22;elderly;0
0;C15.4;Калининград;04.22;middleage;0
0;C15.4;Озерск;04.22;middleage;1
0;C15.5;Калининград;04.22;elderly;0
0;C15.5;Калининград;04.22;old;0
0;C15.9;Калининград;04.22;middleage;0
0;C16.0;Балтийск;04.22;elderly;0
0;C16.0;Калининград;04.22;elderly;4
0;C16.0;Калининград;04.22;old;2
0;C16.0;Правдинск;04.22;old;0
0;C16.0;Советск;04.22;old;0
0;C16.1;Калининград;04.22;middleage;0
0;C16.1;Калининград;04.22;old;0
0;C16.1;Калининград;04.22;young;1
0;C16.2;Багратионовск;04.22;old;0
0;C16.2;Гурьевск;04.22;elderly;1
0;C16.2;Гурьевск;04.22;old;0
0;C16.2;Гурьевск;04.22;young;0
0;C16.2;Гусев;04.22;middleage;0
0;C16.2;Гусев;04.22;young;0
0;C16.2;Калининград;04.22;centenarians;0
0;C16.2;Калининград;04.22;elderly;19
0;C16.2;Калининград;04.22;middleage;1
0;C16.2;Калининград;04.22;old;2
0;C16.2;Калининград;04.22;young;3
0;C16.2;Пионерский;04.22;old;0
0;C16.2;Правдинск;04.22;elderly;0
0;C16.2;Советск;04.22;elderly;1
0;C16.2;Черняховск;04.22;elderly;1
0;C16.3;Гвардейск;04.22;old;0
0;C16.3;Калининград;04.22;elderly;1
0;C16.3;Калининград;04.22;old;0
0;C16.3;Черняховск;04.22;old;0
0;C16.4;Гусев;04.22;elderly;0
0;C16.4;Калининград;04.22;elderly;0
0;C16.4;Калининград;04.22;old;0
0;C16.4;Правдинск;04.22;elderly;1
0;C16.8;Гурьевск;04.22;elderly;0
0;C16.8;Гусев;04.22;elderly;0
0;C16.8;Калининград;04.22;elderly;2
0;C16.8;Калининград;04.22;old;0
0;C16.8;Калининград;04.22;young;3
0;C16.8;Краснознаменск;04.22;young;1
0;C16.9;Зеленоградск;04.22;elderly;0
0;C16.9;Калининград;04.22;elderly;4
0;C16.9;Калининград;04.22;middleage;2
0;C16.9;Калининград;04.22;old;1
0;C16.9;Пионерский;04.22;middleage;0
0;C16.9;Светлый;04.22;elderly;0
0;C16.9;Черняховск;04.22;old;0
0;C16;Калининград;04.22;old;0
0;C17.1;Калининград;04.22;young;1
0;C17.2;Калининград;04.22;elderly;0
